tagID,tagValue
1790,retro
1791,great vocal
1792,awesome album
1793,obama
1794,xmas perfection
1795,californication
1796,smooth jazz
1797,powerful
1798,alkohol
1799,kick-ass
1800,cap
1801,post-dubstep
1802,nnnnnnnnnnnnnnnnnnnnnnnnnnnn
1803,lil b house
1804,thejunner
1805,godmother of soul punk
1806,add
1807,paint
1808,picasso
1809,this is paint
1810,virginal power electronics
1811,enough bbq now your presence is needed in albatross
1812,noise pop
1813,ugh
1814,david cameron
1815,cuntservatives
1816,shih tzu
1817,camera
1818,heat
1819,narrative
1820,hearts
1821,submission
1822,ben
1823,fuck ben
1824,benladen
1825,sex sex sex
1826,sex sex sex sex sex
1827,sex sex sex sex sex sex sex sex sex sex sex sex sex sex sex
1828,sex sex
1829,sex sex sex sex sex sex
1830,sex sex sex sex
1831,uk garage
1832,r and s
1833,ninja tune
1834,nu-jazz
1835,beats
1836,electronic rock
1837,triangle
1842,math metal
1843,russian alternative
1844,mashup
1845,horror punk
1846,chillwave
1847,manchester
1848,my fav
1849,orgasm
1850,roots
1851,steve forrest
1852,groove armada
1853,alt
1854,black light
1855,californian
1856,honky tonk
1857,mgmt
1858,england
1859,post punk
1860,female and male vocalists
1861,album i own
1862,andrew vanwyngarden
1863,ben goldwasser
1864,leave you far behind
1865,my space
1866,boy loves guitar
1867,chills
1868,soul rock
1869,rainy day
1870,funky
1871,favorite country music female
1872,favorite country music group
1873,favorite country music male
1874,powerhouse voice
1875,general hospital
1876,favorite country duo
1877,former lead singer of lonestar
1878,christan
1879,seattle band
1880,one tree hill
1881,broadway wicked
1882,favorite song
1883,soap opera
1884,theme song
1885,little mermaid broadway
1886,fucking amazing
1887,intense
1888,p-funk
1889,progressive death metal
1890,two-tone
1891,brilliance
1892,funk rock
1893,tracks that own
1894,epic metal
1895,current song im learning
1896,jazz funk
1897,black folk metal
1898,best maiden track ever
1899,melodeath
1900,essential version
1901,reminds me of my childhood
1902,interesting
1903,professional
1904,intergalactic space pope
1905,raging
1906,my brain hurts
1907,understandable lack of trousers
1908,grandmaaaaaaaaaa
1909,hail to the king
1910,not nsbm
1911,cool
1912,great voice
1913,troiacore
1914,negativo
1915,anti-school
1916,norwegian ambient
1917,japanese rap
1918,cicciputaiutacitu
1919,artedivinatoria
1920,wanda
1921,eoni
1922,erba gramigna
1923,bestiale
1924,ti devi spaventare
1925,infernale
1926,download required
1927,takes my breath away
1928,music of my childhood
1929,dowloan required
1930,nitin sawhney
1931,voice of italia
1932,poslushat
1933,soft
1934,music icon track
1935,perfect sunday evening
1936,love this track more than anything else
1937,tired of being sexy
1938,sweet pornographic track
1939,dave jumps in crowd background females sing louder
1940,depeche mode live black celebration
1941,twin peaks
1942,twin peaks remix album
1943,poetry
1944,subliminal
1945,cosmogonic
1946,abyss
1947,past tense
1948,freak voice
1949,italodisco
1950,dazs favourites
1951,70's
1952,00's
1953,daz cds
1954,brum
1955,90's
1956,demo
1957,daz reggae
1958,ronnie james dio
1959,lock up the wolves
1960,simon wright
1961,teddy cook
1962,game music
1963,skyroads
1964,bouncy
1965,dance music
1966,all time hit
1967,sing along
1968,male and female
1969,dance 90s
1970,male
1971,euro 90s
1972,dance 00s
1973,house music
1974,euroreggae
1975,90s dance
1976,made in brazil
1977,italodance
1978,ragga
1979,slow
1980,scream along
1981,x-mas
1982,eletronica
1983,manson
1984,marilyn manson
1985,shockrock
1986,progressive deathcore
1987,progressive metalcore
1988,technical metalcore
1989,technical deathcore
1990,mix
1991,svenska
1992,sega
1993,amazing mix
1994,techno-ish
1995,icelandic
1996,ampop
1997,psychedelic-pop
1998,psychedelic-folk
1999,neo-psychedelic
2000,psychedelia
2001,60s-psychedelic
2002,60s-psychedelia
2003,socal
2004,no doubt
2005,weezer
2006,duran duran
2007,paramore
2008,the strokes
2009,muse
2010,coldplay
2011,led zeppelin
2012,rock band
2013,brutal
2014,linda
2015,sensacional
2016,rap infantil
2017,lacta
2018,rock-n-roll
2019,porto alegre
2020,acustico
2021,melodic metalcore
2022,bode music
2023,baka
2024,brazilian metal
2025,calm
2027,the battle of maldon
2028,sharon den adel
2029,claire voyant
2030,my 500 essential songs
2031,eses muleq eh da pesada
2032,melhor que cine
2033,reggae finlandes
2034,pagode noruegues
2035,made of fucking win
2036,dookaralho
2037,awesome song
2038,better than paramore
2039,tr00 metal 666 from hell
2040,tr00ta
2041,nem existe mais
2042,beeshona
2043,foda
2044,bubblegum
2045,the only true metal of steel
2046,good pop
2047,xxt
2048,jewish metal
2049,sou foda
2050,covers that better than original
2051,de faveladooo qqq
2052,som de pretooo
2053,gothenburg metal
2054,hundycore
2055,progressive hardcore
2056,pop-punk
2057,no idea
2058,flint
2059,michigan
2060,sub-pop
2061,no fi
2062,low fi
2063,alt country
2064,alt-country
2065,sing-a-long
2066,new york dolls
2067,ireland
2068,irish
2069,horror
2070,pre-punk
2071,cyber-grunge
2072,sublimation
2073,great album
2074,siberian sound
2075,new prog
2076,cybercore
2077,kirov metal fail
2078,ya by vdul
2079,punk77
2080,marc anthony aguanile
2081,p!nk
2082,prosto sanych
2083,oaxaca
2084,mena
2085,warped tour
2086,hair style
2087,depressive black metal
2088,suicidal black metal
2089,dsbm
2090,depressive suicidal black metal
2091,true black metal
2092,norwegian black metal
2093,german thrash metal
2094,death n roll
2095,blackened thrash metal
2096,blackened death metal
2097,rock female
2098,vocalists
2099,circus
2100,jesse mccartney
2101,enigmatic
2102,loveliness
2103,magic
2104,dave gahan
2105,awesome rock
2106,portugal
2107,better than beatles
2108,rei do universo
2109,the shit
2110,carmen sclafani
2111,wiser time
2112,70's rock
2113,slide guitar
2114,there and back again
2115,acoustic rock
2116,all for one
2117,beggars and thieves
2118,americana
2119,love and devotion
2120,jam rock
2121,alt rock
2122,retro rock
2123,chill music
2124,southern soul
2125,bands i have seen live
2126,hard blues
2127,newjersey
2128,alternative country rock
2129,southern rock revival
2130,wiser time music
2131,rhythym blues
2132,show some love
2133,holiday
2134,holiday music
2135,christmas music
2136,garbage city radio
2137,i am canadian
2138,first-rate and free
2139,halloween
2140,rock hard
2141,my indie friends
2142,songs for gil
2143,my angular favourites
2144,songs for sssi
2145,lungbutter
2146,female vocalists i like
2147,actual lungbutter
2148,the music maker society
2149,satire
2150,they might be giants
2151,merzbow
2152,porno
2153,porn
2154,surf punk
2155,hall
2156,frank zappa
2157,weird al yankovic
2158,tenacious d
2159,weird al
2160,porno rock
2161,secret chiefs 3
2162,sun city girls
2163,gang gang dance
2164,twisted
2165,the jesus lizard
2166,eclectic
2167,liars
2168,deerhoof
2169,captain beefheart
2170,wolf eyes
2171,the residents
2172,beautiful genius
2173,alternrock
2174,twin cities
2175,the better of us
2176,five days off
2177,bage
2178,poa
2179,before
2180,how
2181,banda
2182,bones
2183,underground
2184,odd
2185,music
2186,band
2187,each
2188,pagode
2189,brazilian country
2190,sertanejo
2191,college rock
2192,album rock
2193,new zealand rock
2194,blue-eyed soul
2195,jangle pop
2196,new discovery
2197,alternative dance
2198,pub rock
2199,british punk
2200,adult contemporary
2201,american punk
2202,pop underground
2203,american underground
2204,experimental rock
2205,new york punk
2206,folk-rock
2207,neo-psychedelia
2208,british invasion
2209,arena rock
2210,roots rock
2211,chaotic hardcore
2212,beatdown hardcore
2213,beatdown
2214,powerviolence
2215,russian rock
2216,noisecore
2217,straight edge
2218,moshcore
2219,ratedd
2220,heart
2221,myfavorites-singers
2222,biggest-voices
2223,the place promised in our early days
2224,thebest
2225,korean music
2226,burlesque
2227,all-time favourites
2228,blonde
2229,pure
2230,kpop dance
2231,traditional country
2232,folk - folkrock - altcountry
2233,twee
2234,country gospel
2235,twee pop
2236,old time country
2237,british folk
2238,progressive folk
2239,cabaret
2240,carter family
2241,cowboy
2242,old time
2243,folk blues
2244,space rock
2245,contemporary folk
2246,underground hip-hop
2247,british music
2248,thai
2249,beyond the sea
2250,k
2251,pianist
2252,beaufiful eye
2253,jester
2254,the greatest
2255,liza
2256,best of 2010
2257,doda
2258,elektroda
2259,katharsis
2260,dodafanpl
2261,dorota
2262,laska
2263,female focalists
2264,best of
2265,dober2
2266,poland
2267,polska
2268,shemale vocalist
2269,play back
2270,whip my hair
2271,se joga na balada
2272,progressive house
2273,dark psytrance
2274,breaks
2275,slovenian
2276,new wave of british heavy metal
2277,classic metal
2278,chris brown
2279,bow wow
2280,italy
2281,megasound
2282,italia
2283,roma
2284,italiana
2285,zach galifianakis
2286,a filthy lesson for lovers
2287,riccardo sabetti
2288,under 2000 listeners
2289,totec radio
2290,dark rock
2291,neo
2292,funkrevolt
2293,bologna
2294,tribraco
2295,argine
2296,music and miles
2297,antonio zitarelli
2298,squartet
2299,goodphellas
2300,carlo conti
2301,steve piccolo
2302,zu
2303,manlio maresca
2304,strumentale
2305,brass band
2306,maurizio catania
2307,gabriele caporuscio
2308,avantgarde
2309,john zorn
2310,thrangh
2311,gianluca ferrante
2312,valentina d-accardi
2313,mr. bungle
2315,30 seconds to mars
2316,2011
2317,depressive rock
2318,transexual
2319,fea
2320,perra
2321,travesti
2322,naca
2323,gata
2324,gorda
2325,anarcumbia
2326,malerrimo
2327,malisima
2328,don nadie
2329,fracasada
2330,dientona
2331,muertadehambre
2332,enana
2333,electro-pop
2334,elecronic rock
2335,samba jazz
2336,favorite artist
2337,keri hilson
2343,rockfull
2344,rockpure
2345,modern rock
2346,new
2347,upcoming  hit
2348,leighton meester
2349,sweet
2350,kopie dupsko
2351,groove coverage
2352,always in my mind
2353,best of 10
2354,smutne pipczenie
2355,zmiel pierogi
2356,jebane techno
2357,xoxo
2358,melodic trance
2359,uplifting trance
2360,uplifting
2361,electro-house
2362,dream
2363,ultimate rock ballads
2364,grim and necro
2365,true and cult
2366,rock sujo
2367,mod rock foda
2368,rock brasilis foda
2369,rock brasilis
2370,rockabilly sensual
2371,gorgeous
2372,girl group
2373,foreign
2374,girl bands
2375,comic
2376,young
2377,european
2378,roxanne emery
2379,jessie j
2380,favorite artists
2381,dj
2382,sampling
2383,samples
2384,downbeat
2385,abstract hip-hop
2386,abstract hip hop
2387,instrumental hip hop
2388,ambient breakbeat
2389,dj shadow
2390,djs
2391,producer
2392,alternative ambient
2393,other
2394,princess
2395,eua
2396,famale
2397,hardcore melodico
2398,pop music
2399,wanessa camargo
2400,electrropop
2401,club mix
2402,dancefloor
2403,miley
2404,tvorchestvo oligofrenov
2405,gayrock
2406,brutal anal gotik metal
2407,gypsy
2408,emoviolence
2409,hevi
2410,kircore
2411,pepsi
2412,the lion king
2413,pirates of the caribbean
2414,this is it
2415,rio
2416,king
2417,attila
2418,partycore
2419,melodic deathcore
2420,technocore
2421,kid cudi
2422,metalcore metal
2423,and hell followed with
2424,atl
2425,local
2426,system of a down
2427,straight edge hardcore
2428,whitechapel
2429,breakdown
2430,good
2431,the saint alvia ca
2432,sexy rock
2433,brutal grind
2434,elio
2435,animal grindcore
2436,roba che non so se mi piace
2437,dammi una lametta che mi taglio le vene
2438,cold case soundtrack
2439,asher book
2440,tommy february6
2441,tommy heavenly6
2442,tomoko kawase
2443,a-ha
2444,only the young
2445,episode 46
2446,mamoru
2447,usagi
2448,sailor moon
2449,twilight original soundtrack
2450,inuyasha
2451,cold case original soundtrack
2452,the most beautiful song
2453,ghosts of girlfriends past
2454,lovel
2455,the best score ever
2456,greatest hits
2457,lebanese
2458,deep house
2459,brutal kircore
2460,brutal death
2461,nirvana
2462,deftones
2463,gold
2464,oasis
2465,drums
2466,keane
2467,mysterious
2468,old computer game
2469,radiohead
2470,risunki
2471,queen b
2472,makes me smile
2473,fucking hot
2474,futura
2475,electro punk
2476,rap core
2477,wanessa
2478,fael
2479,drum n bass
2480,neurofunk
2481,techstep
2482,drums n bass
2483,menacing
2484,darkcore
2485,liquid funk
2486,dark drum n bass
2487,nintendo
2488,game soundtracks
2489,video game music
2490,pure aural bliss
2491,san francisco
2492,basssss
2493,mmmm
2494,shivers
2495,thrash
2496,huindie
2497,hevimetal
2498,midi-industrial
2499,sunska
2500,ferrumka
2501,black plastic
2502,brutal anal vocal
2503,hot stuff
2504,girly
2505,cybergrind
2506,synthcore
2507,discocore
2508,experimental deathcore
2509,electronic deathcore
2510,meinhundcore
2511,crazy
2512,modern
2513,leave me alone
2514,trip
2515,love that
2516,viagem
2517,outside
2518,fuck you
2519,goodbye
2520,best songs ever
2521,progressive adrian
2522,level two
2523,level one
2524,1st  vine
2525,nu jazz
2526,funky house
2527,level three bitches
2528,omfg
2529,1st vine
2530,soulful house
2531,turntablism
2532,cafe del mar music
2533,chill latin hh
2534,free jazz
2535,french house
2536,sexrhythmic
2537,toque
2538,fractured
2539,visions
2540,fractured visions
2541,burnside
2542,birstall
2543,vision
2544,matt
2545,leeds
2546,this
2547,ship
2548,heavy
2549,yorkshire
2550,wall
2551,danny
2552,fractured vision
2553,west
2554,this ship
2555,batley
2556,post
2557,away
2558,washed
2559,under 2000 plays
2561,bassist
2562,indie acoustic
2563,roock
2564,fgth
2565,remake
2566,remixes
2567,tribute bands
2568,nkob
2569,former white boi rappers
2570,mark wahlberg
2571,marky mark
2572,nkotb
2573,power ballad
2574,novelty songs
2575,obscure
2576,after-wham
2577,euro-pop
2578,belinda carlisle
2579,ivory queen of soul
2580,erotic
2581,marc almond
2582,cross-over artists
2583,move your body
2584,wait and see
2585,i love being a girl
2586,camryn
2587,wait and see remix
2588,forever and always
2589,taylor swift speak now fearless
2590,psychedelic prog
2591,psychedelic space rock
2592,health food faggot
2593,unknown
2594,the perfect band
2595,happy guys
2596,heaver than beethoven softer than bieber
2597,tomfoolery
2598,billy jack
2599,stoner music
2600,a band for girls and pussies
2601,forestpsy
2602,ambient dub
2603,my vinyl records
2604,shock rock
2605,favourite tracks
2606,sixties
2607,fifties
2608,japan
2609,freak folk
2610,new weird america
2611,black
2612,snakes on a motherfucking plane
2613,vocal jazz
2614,rocj gaucho
2615,junkie
2616,tarja
2617,something great
2618,lovely voice as usual
2619,whitesnake cover
2620,nothing
2621,personal jesus
2622,little 15
2623,new dress
2624,lillian
2625,policy of truth
2626,world in my eyes
2627,progressive psytrance
2628,natural trance
2629,full on trance
2630,progressive electro house
2631,old skul electronic
2633,web
2634,homeboy
2636,slim shady
2637,god
2638,boybands
2639,cheryl cole
2640,beast
2641,harris
2642,calvin
2643,i fancy him
2644,solo
2645,inspiring
2646,nicola robert
2647,funniest guy ever
2648,empowering
2649,pure gold
2650,materpiece
2651,queen of music
2652,not afraid
2653,smash
2654,masterpieces
2655,girlgroups
2656,cheesy
2657,pure pop
2658,rock alternative
2659,johnnys entertainment
2660,hello project
2661,groovy
2662,arashi
2663,cute music
2664,j-urban
2665,reggeaton
2666,japanese pop
2667,news
2668,danceable
2669,rock steady baby
2670,fashion
2671,johnnys
2672,seamo
2673,best motherfucking song ever
2674,namie amuro
2675,dancing queen
2676,most beautiful voices
2677,fujimoto miki
2678,morning musume
2679,kawaii
2680,giza
2681,rina aiuchi
2682,love the lyrics
2683,beloved
2684,clazziquai project
2685,korean male solo artists
2686,musicians with extremely sexy voices
2687,iron maiden
2688,bruce dickinson
2689,sandy leah
2690,gwen stefani
2691,michael jackson
2692,nintendocore
2693,death punk
2694,italian rock
2695,rock italiano
2696,pop italiano
2697,cantautori
2698,cantautore
2699,perfect song
2700,best
2701,poet
2702,my life
2703,minha
2704,my drug
2705,you make me smile
2706,special for me
2707,eighth wonder of the world
2708,amo-te
2709,brazil loves shakira
2710,brilliant cantautor
2711,orgulho latino
2712,all time faves
2713,dance around your bedroom
2714,heartbreak
2715,5 star
2716,dance all night
2717,best she wolf song
2718,viciante
2719,best coreography
2720,talented
2721,zoocore
2722,hardcore e straight edge
2723,beardcore
2724,brincando de ser taking back sunday
2725,vergonhoso
2726,favorite songs
2727,qt
2728,their old stuff was good but they suck now
2729,hanson
2730,tulsa
2731,sacred fools
2732,check them out
2733,charity
2734,favorite albums
2735,more of this please
2736,ozzy osbourne
2737,nancy wilson
2738,ann wilson
2739,alice in chains
2740,randy rhoads
2741,neo classical
2742,axl rose
2743,fretboard frenzy
2744,japanese metal
2745,kelly simonz
2746,southern fried metal
2747,british metal
2748,kick ass candian rock
2749,awesome cover song
2750,metal icon
2751,polital message
2752,fantastic
2753,sebastian bach
